year,road_section,traffic_period,weather_station_id,wind_bin,wind_bin_lower_ms,estimated_vehicle_km,injury_accidents,serious_or_fatal_accidents,one_vehicle_accidents,multiple_vehicle_accidents
2012,1-j1,VHDU,32097,5-10,5.0,445135.93854166666,0,0,0,0
2012,1-j1,VHDU,32097,10-15,10.0,135620.85604166667,1,0,1,0
2012,1-j1,VHDU,32097,15-20,15.0,66562.38333333333,0,0,0,0
2012,1-j1,VHDU,32097,20-25,20.0,24512.87770833333,0,0,0,0
2012,1-j1,VHDU,32097,>=25,25.0,320.01145833333226,0,0,0,0
2012,1-k2,VDU,2197,0-5,0.0,374029.08229166665,0,0,0,0
2012,1-k2,VDU,2197,5-10,5.0,335923.9795138889,1,0,1,0
2012,1-k2,VDU,2197,10-15,10.0,110092.32013888888,0,0,0,0
2012,1-k2,VDU,2197,15-20,15.0,35944.50416666667,0,0,0,0
2012,1-k2,VDU,2197,20-25,20.0,6530.900347222222,0,0,0,0
2012,1-k2,VDU,2197,>=25,25.0,147.31354166666634,0,0,0,0
2012,1-k3,SDU,2197,0-5,0.0,1356508.2985416665,0,0,0,0
2012,1-k3,SDU,2197,5-10,5.0,979141.7097916666,1,0,1,0
2012,1-k3,SDU,2197,10-15,10.0,268389.6024999999,0,0,0,0
2012,1-k3,SDU,2197,15-20,15.0,29720.996249999997,0,0,0,0
2012,1-k3,SDU,2197,20-25,20.0,3302.332916666665,0,0,0,0
2012,1-k3,VDU,2197,0-5,0.0,384886.48104166664,2,1,2,0
2012,1-k3,VDU,2197,5-10,5.0,345675.25493055553,0,0,0,0
2012,1-k3,VDU,2197,10-15,10.0,113288.10430555553,1,0,1,0
2012,1-k3,VDU,2197,15-20,15.0,36987.909166666665,0,0,0,0
2012,1-k3,VDU,2197,20-25,20.0,6720.480763888889,0,0,0,0
2012,1-k3,VDU,2197,>=25,25.0,151.58979166666634,0,0,0,0
2012,1-k3,VHDU,2197,0-5,0.0,620139.0826388889,1,0,1,0
2012,1-k3,VHDU,2197,5-10,5.0,473412.6937499999,0,0,0,0
2012,1-k3,VHDU,2197,10-15,10.0,146946.4784722222,0,0,0,0
2012,1-k3,VHDU,2197,15-20,15.0,38148.8611111111,0,0,0,0
2012,1-k3,VHDU,2197,20-25,20.0,10197.484027777777,0,0,0,0
2012,1-k5,VDU,33204,0-5,0.0,302483.0552391799,0,0,0,0
2012,1-k5,VDU,33204,5-10,5.0,202486.70706150337,1,0,1,0
2012,1-k5,VDU,33204,10-15,10.0,68551.59157175399,0,0,0,0
2012,1-k5,VDU,33204,15-20,15.0,11897.105125284737,0,0,0,0
2012,1-k5,VDU,33204,20-25,20.0,6167.621070615033,0,0,0,0
2012,1-k5,VDU,33204,>=25,25.0,235.9199316628701,0,0,0,0
2012,1-k7,VDU,3223,0-5,0.0,410015.48966937413,1,0,1,0
2012,1-k7,VDU,3223,5-10,5.0,352448.1489989704,0,0,0,0
2012,1-k7,VDU,3223,10-15,10.0,72141.3509667086,0,0,0,0
2012,1-k7,VDU,3223,15-20,15.0,13893.889815810546,0,0,0,0
2012,1-k7,VDU,3223,20-25,20.0,777.280549136254,0,0,0,0
2012,1-k7,VHDU,3223,0-5,0.0,689090.9002059024,1,0,1,0
2012,1-k7,VHDU,3223,5-10,5.0,374786.3222145962,0,0,0,0
2012,1-k7,VHDU,3223,10-15,10.0,80464.11054678563,0,0,0,0
2012,1-k7,VHDU,3223,15-20,15.0,20784.334202699614,0,0,0,0
2012,1-k7,VHDU,3223,20-25,20.0,3341.5328300160145,0,0,0,0
2012,1-k8,VHDU,3223,0-5,0.0,724880.0839773507,0,0,0,0
2012,1-k8,VHDU,3223,5-10,5.0,394251.5285563945,1,0,1,0
2012,1-k8,VHDU,3223,10-15,10.0,84643.15983985359,0,0,0,0
2012,1-k8,VHDU,3223,15-20,15.0,21863.80623770305,0,0,0,0
2012,1-k8,VHDU,3223,20-25,20.0,3515.0813886982387,0,0,0,0
2012,1-k9,VDU,3317,0-5,0.0,383746.5625,0,0,0,0
2012,1-k9,VDU,3317,5-10,5.0,460786.8125,1,0,1,0
2012,1-k9,VDU,3317,10-15,10.0,143781.3125,0,0,0,0
2012,1-k9,VDU,3317,15-20,15.0,30082.9375,0,0,0,0
2012,1-k9,VDU,3317,20-25,20.0,3549.4375,0,0,0,0
2012,1-k9,VDU,3317,>=25,25.0,290.93749999999903,0,0,0,0
2012,1-m1,VDU,3317,0-5,0.0,45356.65451388889,1,0,1,0
2012,1-m1,VDU,3317,5-10,5.0,54462.37256944445,0,0,0,0
2012,1-m1,VDU,3317,10-15,10.0,16994.13090277778,0,0,0,0
2012,1-m1,VDU,3317,15-20,15.0,3555.6315972222224,0,0,0,0
2012,1-m1,VDU,3317,20-25,20.0,419.52326388888883,0,0,0,0
2012,1-m1,VDU,3317,>=25,25.0,34.387152777777665,0,0,0,0
2012,1-m3,VHDU,33431,0-5,0.0,421290.11865974084,0,0,0,0
2012,1-m3,VHDU,33431,5-10,5.0,260364.54893544147,0,0,0,0
2012,1-m3,VHDU,33431,10-15,10.0,94090.29698042125,0,0,0,0
2012,1-m3,VHDU,33431,15-20,15.0,28045.699001084537,1,1,1,0
2012,1-m3,VHDU,33431,20-25,20.0,10185.751378503339,0,0,0,0
2012,1-m3,VHDU,33431,>=25,25.0,837.185044808493,0,0,0,0
2012,1-m4,VHDU,33431,0-5,0.0,330264.3796449569,1,0,1,0
2012,1-m4,VHDU,33431,5-10,5.0,204109.07454763397,0,0,0,0
2012,1-m4,VHDU,33431,10-15,10.0,73760.74630401278,0,0,0,0
2012,1-m4,VHDU,33431,15-20,15.0,21986.025714938067,0,0,0,0
2012,1-m4,VHDU,33431,20-25,20.0,7984.9745133854685,0,0,0,0
2012,1-m4,VHDU,33431,>=25,25.0,656.2992750727776,0,0,0,0
2012,1-m5,SDU,33431,0-5,0.0,1260913.1348659266,1,1,1,0
2012,1-m5,SDU,33431,5-10,5.0,645107.7004452035,0,0,0,0
2012,1-m5,SDU,33431,10-15,10.0,84701.86272701394,0,0,0,0
2012,1-m5,SDU,33431,15-20,15.0,14651.13301224025,0,0,0,0
2012,1-m5,SDU,33431,20-25,20.0,5150.788949615712,0,0,0,0
2012,1-m5,VHDU,33431,0-5,0.0,529144.6279262514,0,0,0,0
2012,1-m5,VHDU,33431,5-10,5.0,327020.4931697014,1,0,1,0
2012,1-m5,VHDU,33431,10-15,10.0,118178.35971459556,0,0,0,0
2012,1-m5,VHDU,33431,15-20,15.0,35225.680132427646,0,0,0,0
2012,1-m5,VHDU,33431,20-25,20.0,12793.406217249843,0,0,0,0
2012,1-m5,VHDU,33431,>=25,25.0,1051.512839773959,0,0,0,0
2012,1-m8,VHDU,3242,0-5,0.0,295358.98888888885,1,1,1,0
2012,1-m8,VHDU,3242,5-10,5.0,234476.02749999997,0,0,0,0
2012,1-m8,VHDU,3242,10-15,10.0,63112.08583333332,0,0,0,0
2012,1-m8,VHDU,3242,15-20,15.0,16997.073888888885,0,0,0,0
2012,1-m8,VHDU,3242,20-25,20.0,1950.4838888888883,0,0,0,0
2012,1-m9,SDU,3242,0-5,0.0,1244117.5229166667,0,0,0,0
2012,1-m9,SDU,3242,5-10,5.0,631966.8604166667,1,1,1,0
2012,1-m9,SDU,3242,10-15,10.0,92173.62916666668,0,0,0,0
2012,1-m9,SDU,3242,15-20,15.0,20155.904166666667,0,0,0,0
2012,1-m9,SDU,3242,20-25,20.0,905.8833333333328,0,0,0,0
2012,1-p1,SDU,33357,0-5,0.0,901814.8317677198,1,0,0,1
2012,1-p1,SDU,33357,5-10,5.0,579638.5653287788,0,0,0,0
2012,1-p1,SDU,33357,10-15,10.0,47816.91545687446,0,0,0,0
2012,1-p1,SDU,33357,15-20,15.0,609.6874466268134,0,0,0,0
2012,1-p1,VDU,33357,0-5,0.0,206015.50190850563,0,0,0,0
2012,1-p1,VDU,33357,5-10,5.0,196662.0226172164,0,0,0,0
2012,1-p1,VDU,33357,10-15,10.0,137298.15222469094,1,0,0,1
2012,1-p1,VDU,33357,15-20,15.0,45367.78824132627,0,0,0,0
2012,1-p1,VDU,33357,20-25,20.0,11538.233578305702,0,0,0,0
2012,1-p1,VDU,33357,>=25,25.0,2321.301429954993,0,0,0,0
2012,1-p3,SDU,3471,0-5,0.0,1269072.6053635485,0,0,0,0
2012,1-p3,SDU,3471,5-10,5.0,451603.76354836876,1,1,0,1
2012,1-p3,SDU,3471,10-15,10.0,30613.81294767409,0,0,0,0
2012,1-p3,SDU,3471,15-20,15.0,5802.618140408814,0,0,0,0
2012,1-q1,SDU,3471,0-5,0.0,1586569.856630416,1,0,1,0
2012,1-q1,SDU,3471,5-10,5.0,564586.2304162158,0,0,0,0
2012,1-q1,SDU,3471,10-15,10.0,38272.792757501564,0,0,0,0
2012,1-q1,SDU,3471,15-20,15.0,7254.320195866308,0,0,0,0
2012,1-q1,VHDU,3471,0-5,0.0,861228.225,0,0,0,0
2012,1-q1,VHDU,3471,5-10,5.0,282368.775,1,0,1,0
2012,1-q1,VHDU,3471,10-15,10.0,70747.95,0,0,0,0
2012,1-q1,VHDU,3471,15-20,15.0,1799.8499999999995,0,0,0,0
2012,1-q8,SDU,33487,0-5,0.0,885077.3380406909,0,0,0,0
2012,1-q8,SDU,33487,5-10,5.0,328064.16778936575,0,0,0,0
2012,1-q8,SDU,33487,10-15,10.0,17643.90531714823,1,0,1,0
2012,1-q8,SDU,33487,15-20,15.0,2671.1888527953492,0,0,0,0
2012,1-r5,VHDU,4323,0-5,0.0,102602.56875,1,1,0,1
2012,1-r5,VHDU,4323,5-10,5.0,61285.03333333334,0,0,0,0
2012,1-r5,VHDU,4323,10-15,10.0,22777.90625,0,0,0,0
2012,1-r5,VHDU,4323,15-20,15.0,11649.595833333335,0,0,0,0
2012,1-r5,VHDU,4323,20-25,20.0,770.5958333333334,0,0,0,0
2012,1-s1,VDU,34326,0-5,0.0,32340.949708428252,0,0,0,0
2012,1-s1,VDU,34326,5-10,5.0,31316.083011389524,1,0,1,0
2012,1-s1,VDU,34326,10-15,10.0,32020.678865603648,0,0,0,0
2012,1-s1,VDU,34326,15-20,15.0,13637.132487471528,0,0,0,0
2012,1-s1,VDU,34326,20-25,20.0,2683.8696628701596,0,0,0,0
2012,1-s1,VDU,34326,>=25,25.0,480.40626423690213,0,0,0,0
2012,1-s6,VDU,34148,0-5,0.0,54765.76646999495,1,0,0,1
2012,1-s6,VDU,34148,5-10,5.0,59626.35874936963,0,0,0,0
2012,1-s6,VDU,34148,10-15,10.0,22539.69164397377,0,0,0,0
2012,1-s6,VDU,34148,15-20,15.0,1090.4431366616236,0,0,0,0
2012,1-t4,VDU,4271,0-5,0.0,322315.79826067056,0,0,0,0
2012,1-t4,VDU,4271,5-10,5.0,193046.8305298089,1,0,1,0
2012,1-t4,VDU,4271,10-15,10.0,47388.92390433688,0,0,0,0
2012,1-t4,VDU,4271,15-20,15.0,2036.4953656024718,0,0,0,0
2012,1-t4,VDU,4271,20-25,20.0,129.30129305412476,0,0,0,0
2012,1-t4,VDU,4271,>=25,25.0,64.65064652706238,0,0,0,0
2012,204-05,SDU,36156,0-5,0.0,19267.471251280884,1,0,1,0
2012,204-05,SDU,36156,5-10,5.0,13481.270864169419,0,0,0,0
2012,204-05,SDU,36156,10-15,10.0,1956.5421837640897,0,0,0,0
2012,204-05,SDU,36156,15-20,15.0,182.74302630080837,0,0,0,0
2012,204-05,SDU,36156,20-25,20.0,3.9726744848001716,0,0,0,0
2012,206-01,SDU,6272,0-5,0.0,25793.326487348982,0,0,0,0
2012,206-01,SDU,6272,5-10,5.0,9523.163710964214,1,0,1,0
2012,206-01,SDU,6272,10-15,10.0,2019.611693640301,0,0,0,0
2012,206-01,SDU,6272,15-20,15.0,121.81784818782766,0,0,0,0
2012,206-01,SDU,6272,20-25,20.0,44.880259858673355,0,0,0,0
2012,249-02,SDU,36127,0-5,0.0,266257.10320200416,1,1,1,0
2012,249-02,SDU,36127,5-10,5.0,102543.18772033707,0,0,0,0
2012,249-02,SDU,36127,10-15,10.0,12584.94542473241,0,0,0,0
2012,249-02,SDU,36127,15-20,15.0,2367.8991391482577,0,0,0,0
2012,249-02,SDU,36127,20-25,20.0,1205.8745616032797,0,0,0,0
2012,249-02,SDU,36127,>=25,25.0,131.54995217490318,0,0,0,0
2012,252-03,VHDU,36122,0-5,0.0,27989.803125,0,0,0,0
2012,252-03,VHDU,36122,5-10,5.0,15594.840625,0,0,0,0
2012,252-03,VHDU,36122,10-15,10.0,4410.71875,1,1,1,0
2012,252-03,VHDU,36122,15-20,15.0,1222.0781249999998,0,0,0,0
2012,252-03,VHDU,36122,20-25,20.0,123.61249999999997,0,0,0,0
2012,252-03,VHDU,36122,>=25,25.0,14.046874999999952,0,0,0,0
2012,255-01,VDU,6222,0-5,0.0,61556.22654993442,1,0,1,0
2012,255-01,VDU,6222,5-10,5.0,33576.70911424172,0,0,0,0
2012,255-01,VDU,6222,10-15,10.0,13867.380533850459,0,0,0,0
2012,255-01,VDU,6222,15-20,15.0,3529.6444647236644,0,0,0,0
2012,255-01,VDU,6222,20-25,20.0,399.3393372497576,0,0,0,0
2012,26-01,VDU,6310,0-5,0.0,166372.2729166667,1,0,1,0
2012,26-01,VDU,6310,5-10,5.0,148407.59583333338,0,0,0,0
2012,26-01,VDU,6310,10-15,10.0,54023.11875,0,0,0,0
2012,26-01,VDU,6310,15-20,15.0,8907.0375,0,0,0,0
2012,26-01,VDU,6310,20-25,20.0,258.17499999999984,0,0,0,0
2012,26-04,SDU,7092,0-5,0.0,157803.68333333332,0,0,0,0
2012,26-04,SDU,7092,5-10,5.0,107683.54333333332,1,1,1,0
2012,26-04,SDU,7092,10-15,10.0,19258.225,0,0,0,0
2012,26-04,SDU,7092,15-20,15.0,715.073333333333,0,0,0,0
2012,26-04,SDU,7092,20-25,20.0,48.75499999999989,0,0,0,0
2012,271-01,VHDU,6315,0-5,0.0,80654.77166666667,0,0,0,0
2012,271-01,VHDU,6315,5-10,5.0,65587.50166666666,0,0,0,0
2012,271-01,VHDU,6315,10-15,10.0,18189.575,1,0,0,1
2012,271-01,VHDU,6315,15-20,15.0,3255.981666666666,0,0,0,0
2012,271-01,VHDU,6315,20-25,20.0,57.28999999999987,0,0,0,0
2012,30-01,VDU,6310,0-5,0.0,307259.47770833335,0,0,0,0
2012,30-01,VDU,6310,5-10,5.0,274081.9704166667,1,0,0,1
2012,30-01,VDU,6310,10-15,10.0,99770.92312499999,0,0,0,0
2012,30-01,VDU,6310,15-20,15.0,16449.68625,0,0,0,0
2012,30-01,VDU,6310,20-25,20.0,476.8024999999996,0,0,0,0
2012,30-04,SDU,6420,0-5,0.0,1057186.6066666667,1,0,1,0
2012,30-04,SDU,6420,5-10,5.0,432887.4733333334,0,0,0,0
2012,30-04,SDU,6420,10-15,10.0,17947.52666666667,0,0,0,0
2012,30-04,SDU,6420,15-20,15.0,601.1133333333324,0,0,0,0
2012,30-04,VHDU,6420,0-5,0.0,471345.5529166667,0,0,0,0
2012,30-04,VHDU,6420,5-10,5.0,337012.82416666666,1,0,1,0
2012,30-04,VHDU,6420,10-15,10.0,67895.06791666667,0,0,0,0
2012,30-04,VHDU,6420,15-20,15.0,6633.715,0,0,0,0
2012,305-01,SDU,36308,0-5,0.0,308406.0499567297,0,0,0,0
2012,305-01,SDU,36308,5-10,5.0,142041.57097699842,1,1,0,1
2012,305-01,SDU,36308,10-15,10.0,11292.778715554541,0,0,0,0
2012,305-01,SDU,36308,15-20,15.0,605.4403507173765,0,0,0,0
2012,31-01,SDU,36411,0-5,0.0,452621.2543808711,0,0,0,0
2012,31-01,SDU,36411,5-10,5.0,170747.19514944495,1,1,1,0
2012,31-01,SDU,36411,10-15,10.0,4110.514432109308,0,0,0,0
2012,31-01,SDU,36411,15-20,15.0,357.4360375747225,0,0,0,0
2012,32-01,SDU,6420,0-5,0.0,880513.4975,1,0,1,0
2012,32-01,SDU,6420,5-10,5.0,360544.9225,0,0,0,0
2012,32-01,SDU,6420,10-15,10.0,14948.202500000003,0,0,0,0
2012,32-01,SDU,6420,15-20,15.0,500.65749999999935,0,0,0,0
2012,337-01,SDU,36504,0-5,0.0,2847.995336445406,1,1,1,0
2012,337-01,SDU,36504,5-10,5.0,1526.733808493681,0,0,0,0
2012,337-01,SDU,36504,10-15,10.0,143.3407628372993,0,0,0,0
2012,337-01,SDU,36504,15-20,15.0,10.31228509620858,0,0,0,0
2012,337-01,SDU,36504,20-25,20.0,0.2578071274052139,0,0,0,0
2012,34-02,VDU,1395,0-5,0.0,444028.1110756609,1,0,1,0
2012,34-02,VDU,1395,5-10,5.0,781856.234879216,0,0,0,0
2012,34-02,VDU,1395,10-15,10.0,278986.38735186873,0,0,0,0
2012,34-02,VDU,1395,15-20,15.0,56705.27400865999,0,0,0,0
2012,34-02,VDU,1395,20-25,20.0,890.1926845943468,0,0,0,0
2012,34-02,VHDU,1395,0-5,0.0,866685.5847222223,0,0,0,0
2012,34-02,VHDU,1395,5-10,5.0,800308.7666666667,1,0,1,0
2012,34-02,VHDU,1395,10-15,10.0,146113.15416666667,0,0,0,0
2012,34-02,VHDU,1395,15-20,15.0,32083.881944444445,0,0,0,0
2012,34-02,VHDU,1395,20-25,20.0,2840.2124999999996,0,0,0,0
2012,34-05,VDU,1395,0-5,0.0,358149.7162123975,0,0,0,0
2012,34-05,VDU,1395,5-10,5.0,630639.3258808113,1,0,1,0
2012,34-05,VDU,1395,10-15,10.0,225028.31006608933,0,0,0,0
2012,34-05,VDU,1395,15-20,15.0,45738.045153828636,0,0,0,0
2012,34-05,VDU,1395,20-25,20.0,718.0226868732898,0,0,0,0
2012,35-01,SDU,31399,0-5,0.0,2964759.1188386,0,0,0,0
2012,35-01,SDU,31399,5-10,5.0,1049609.0340153715,1,0,1,0
2012,35-01,SDU,31399,10-15,10.0,96717.65529860518,0,0,0,0
2012,35-01,SDU,31399,15-20,15.0,2341.8318474238545,0,0,0,0
2012,35-01,VDU,31399,0-5,0.0,572765.1693749643,1,0,1,0
2012,35-01,VDU,31399,5-10,5.0,562196.3370406243,0,0,0,0
2012,35-01,VDU,31399,10-15,10.0,289291.06180274626,0,0,0,0
2012,35-01,VDU,31399,15-20,15.0,13682.13178166486,0,0,0,0
2012,35-01,VHDU,31399,0-5,0.0,1170717.8633333335,0,0,0,0
2012,35-01,VHDU,31399,5-10,5.0,897602.5329166667,1,0,1,0
2012,35-01,VHDU,31399,10-15,10.0,212727.36576388887,0,0,0,0
2012,35-01,VHDU,31399,15-20,15.0,10303.77798611111,0,0,0,0
2012,35-02,SDU,31399,0-5,0.0,2051428.5622544838,0,0,0,0
2012,35-02,SDU,31399,5-10,5.0,726264.045499573,1,0,1,0
2012,35-02,SDU,31399,10-15,10.0,66922.5905380017,0,0,0,0
2012,35-02,SDU,31399,15-20,15.0,1620.4017079419302,0,0,0,0
2012,35-02,VHDU,31399,0-5,0.0,939338.4,1,1,1,0
2012,35-02,VHDU,31399,5-10,5.0,720201.3,0,0,0,0
2012,35-02,VHDU,31399,10-15,10.0,170684.14999999997,0,0,0,0
2012,35-02,VHDU,31399,15-20,15.0,8267.349999999999,0,0,0,0
2012,35-03,VDU,36411,0-5,0.0,264066.6090640843,1,1,1,0
2012,35-03,VDU,36411,5-10,5.0,254836.21916035312,0,0,0,0
2012,35-03,VDU,36411,10-15,10.0,44505.970899458836,0,0,0,0
2012,35-03,VDU,36411,15-20,15.0,3130.586785531187,0,0,0,0
2012,35-03,VDU,36411,20-25,20.0,32.274090572486166,0,0,0,0
2012,35-04,VDU,36411,0-5,0.0,214148.44845115353,0,0,0,0
2012,35-04,VDU,36411,5-10,5.0,206662.93680888638,1,0,1,0
2012,35-04,VDU,36411,10-15,10.0,36092.72921219026,0,0,0,0
2012,35-04,VDU,36411,15-20,15.0,2538.792410139561,0,0,0,0
2012,35-04,VDU,36411,20-25,20.0,26.173117630304514,0,0,0,0
2012,36-04,VDU,31599,0-5,0.0,84849.94368217936,0,0,0,0
2012,36-04,VDU,31599,5-10,5.0,124817.64220658343,1,0,1,0
2012,36-04,VDU,31599,10-15,10.0,46599.37590919411,0,0,0,0
2012,36-04,VDU,31599,15-20,15.0,4559.278202043133,0,0,0,0
2012,36-06,VHDU,1596,0-5,0.0,802998.8041967932,1,0,1,0
2012,36-06,VHDU,1596,5-10,5.0,231737.9099359873,0,0,0,0
2012,36-06,VHDU,1596,10-15,10.0,47275.352247759554,0,0,0,0
2012,36-06,VHDU,1596,15-20,15.0,31857.993506065966,0,0,0,0
2012,36-06,VHDU,1596,20-25,20.0,4979.943310370054,0,0,0,0
2012,36-06,VHDU,1596,>=25,25.0,136.43680302383694,0,0,0,0
2012,36-11,SDU,1590,0-5,0.0,713994.3876712328,1,0,1,0
2012,36-11,SDU,1590,5-10,5.0,718414.9908219178,0,0,0,0
2012,36-11,SDU,1590,10-15,10.0,256127.06739726025,0,0,0,0
2012,36-11,SDU,1590,15-20,15.0,113194.23219178083,0,0,0,0
2012,36-11,SDU,1590,20-25,20.0,23442.592465753423,0,0,0,0
2012,36-11,SDU,1590,>=25,25.0,13261.809452054795,0,0,0,0
2012,36-11,VDU,1590,0-5,0.0,68881.38013530377,0,0,0,0
2012,36-11,VDU,1590,5-10,5.0,103852.32491297208,1,0,0,1
2012,36-11,VDU,1590,10-15,10.0,100438.00190213464,0,0,0,0
2012,36-11,VDU,1590,15-20,15.0,72011.17622857142,1,0,1,0
2012,36-11,VDU,1590,20-25,20.0,30470.246263382593,0,0,0,0
2012,36-11,VDU,1590,>=25,25.0,18157.990557635465,0,0,0,0
2012,36-12,VDU,1479,0-5,0.0,491648.4239981733,1,0,1,0
2012,36-12,VDU,1479,5-10,5.0,450170.29822125816,0,0,0,0
2012,36-12,VDU,1479,10-15,10.0,109844.68774060965,0,0,0,0
2012,36-12,VDU,1479,15-20,15.0,4461.310039958898,0,0,0,0
2012,360-03,VHDU,31591,0-5,0.0,205888.0295165336,0,0,0,0
2012,360-03,VHDU,31591,5-10,5.0,123673.64691448119,1,0,1,0
2012,360-03,VHDU,31591,10-15,10.0,31963.961883694414,0,0,0,0
2012,360-03,VHDU,31591,15-20,15.0,8961.858472063854,0,0,0,0
2012,360-03,VHDU,31591,20-25,20.0,2048.424793614595,0,0,0,0
2012,360-03,VHDU,31591,>=25,25.0,1728.3584196123147,0,0,0,0
2012,37-03,SDU,36504,0-5,0.0,1613401.63393829,0,0,0,0
2012,37-03,SDU,36504,5-10,5.0,864901.283260845,1,0,1,0
2012,37-03,SDU,36504,10-15,10.0,81203.15999544575,0,0,0,0
2012,37-03,SDU,36504,15-20,15.0,5841.953956506887,0,0,0,0
2012,37-03,SDU,36504,20-25,20.0,146.04884891267184,0,0,0,0
2012,38-02,VHDU,31387,0-5,0.0,323746.0133333333,1,0,0,1
2012,38-02,VHDU,31387,5-10,5.0,190247.68312499995,0,0,0,0
2012,38-02,VHDU,31387,10-15,10.0,58457.86354166666,0,0,0,0
2012,38-02,VHDU,31387,15-20,15.0,12060.074999999997,0,0,0,0
2012,38-02,VHDU,31387,20-25,20.0,3584.5222916666658,0,0,0,0
2012,38-02,VHDU,31387,>=25,25.0,435.50270833333315,0,0,0,0
2012,39-01,SDU,31387,0-5,0.0,1302946.6418855682,1,0,1,0
2012,39-01,SDU,31387,5-10,5.0,713253.0520102477,0,0,0,0
2012,39-01,SDU,31387,10-15,10.0,102239.39808027328,0,0,0,0
2012,39-01,SDU,31387,15-20,15.0,9085.254568744662,0,0,0,0
2012,39-01,SDU,31387,20-25,20.0,242.2734551665235,0,0,0,0
2012,39-01,VHDU,31387,0-5,0.0,995894.6622222222,1,0,1,0
2012,39-01,VHDU,31387,5-10,5.0,585232.386875,0,0,0,0
2012,39-01,VHDU,31387,10-15,10.0,179825.7642361111,0,0,0,0
2012,39-01,VHDU,31387,15-20,15.0,37098.725,0,0,0,0
2012,39-01,VHDU,31387,20-25,20.0,11026.56548611111,0,0,0,0
2012,39-01,VHDU,31387,>=25,25.0,1339.676180555555,0,0,0,0
2012,41-13,SDU,7475,0-5,0.0,10602092.8,1,0,0,1
2012,41-15,SDU,1473,0-5,0.0,12967340.31822374,0,0,0,0
2012,41-15,SDU,1473,5-10,5.0,5834734.898664389,2,0,2,0
2012,41-15,SDU,1473,10-15,10.0,984199.5368608027,0,0,0,0
2012,41-15,SDU,1473,15-20,15.0,172746.33903330486,0,0,0,0
2012,41-15,SDU,1473,20-25,20.0,1136.4890725875182,0,0,0,0
2012,41-15,SDU,1473,>=25,25.0,2272.978145175056,0,0,0,0
2012,41-15,VDU,1473,0-5,0.0,6654452.1428278,1,0,1,0
2012,41-15,VDU,1473,5-10,5.0,6104628.918486818,1,0,1,0
2012,41-15,VDU,1473,10-15,10.0,2253214.4675967135,1,0,1,0
2012,41-15,VDU,1473,15-20,15.0,472034.72957891127,0,0,0,0
2012,41-15,VDU,1473,20-25,20.0,7955.64150975693,0,0,0,0
2012,41-16,SDU,31363,0-5,0.0,9424766.09529318,0,0,0,0
2012,41-16,SDU,31363,5-10,5.0,5271018.592089263,0,0,0,0
2012,41-16,SDU,31363,10-15,10.0,1074682.4910121826,1,0,1,0
2012,41-16,SDU,31363,15-20,15.0,146794.74160537397,0,0,0,0
2012,41-16,VDU,31363,0-5,0.0,4327643.417704579,1,0,1,0
2012,41-16,VDU,31363,5-10,5.0,4691263.740554697,1,0,1,0
2012,41-16,VDU,31363,10-15,10.0,2432325.132578486,1,0,1,0
2012,41-16,VDU,31363,15-20,15.0,776378.5271664665,1,0,0,1
2012,41-16,VDU,31363,20-25,20.0,47733.94199576828,0,0,0,0
2012,41-16,VHDU,31363,0-5,0.0,7175130.6725,1,0,1,0
2012,41-16,VHDU,31363,5-10,5.0,4226510.645,0,0,0,0
2012,41-16,VHDU,31363,10-15,10.0,1798052.6549999998,0,0,0,0
2012,41-16,VHDU,31363,15-20,15.0,400602.405,0,0,0,0
2012,41-16,VHDU,31363,20-25,20.0,37265.34,0,0,0,0
2012,41-16,VHDU,31363,>=25,25.0,1552.7224999999921,0,0,0,0
2012,41-21,VDU,1350,0-5,0.0,754331.6279480756,0,0,0,0
2012,41-21,VDU,1350,5-10,5.0,1280617.3939968117,0,0,0,0
2012,41-21,VDU,1350,10-15,10.0,730933.6138647232,0,0,0,0
2012,41-21,VDU,1350,15-20,15.0,191422.88333409242,1,0,1,0
2012,41-21,VDU,1350,20-25,20.0,20685.20085629697,0,0,0,0
2012,42-01,VDU,1473,0-5,0.0,272135.37018829165,0,0,0,0
2012,42-01,VDU,1473,5-10,5.0,249650.22137624095,1,0,0,1
2012,42-01,VDU,1473,10-15,10.0,92145.73042108868,0,0,0,0
2012,42-01,VDU,1473,15-20,15.0,19303.97020198562,0,0,0,0
2012,42-01,VDU,1473,20-25,20.0,325.347812393016,0,0,0,0
2012,420-01,SDU,31363,0-5,0.0,200343.1785722418,1,1,1,0
2012,420-01,SDU,31363,5-10,5.0,112046.5599225777,0,0,0,0
2012,420-01,SDU,31363,10-15,10.0,22844.63126494364,0,0,0,0
2012,420-01,SDU,31363,15-20,15.0,3120.4302402368207,0,0,0,0
2012,425-01,VDU,1350,0-5,0.0,79094.04032794354,1,0,1,0
2012,425-01,VDU,1350,5-10,5.0,134276.7558096106,0,0,0,0
2012,425-01,VDU,1350,10-15,10.0,76640.68506490548,0,0,0,0
2012,425-01,VDU,1350,15-20,15.0,20071.290521521292,0,0,0,0
2012,425-01,VDU,1350,20-25,20.0,2168.90827601913,0,0,0,0
2012,426-02,SDU,31364,0-5,0.0,101315.17989297508,0,0,0,0
2012,426-02,SDU,31364,5-10,5.0,56808.55060913127,1,0,1,0
2012,426-02,SDU,31364,10-15,10.0,13162.956848457246,0,0,0,0
