id,timestamp,year,road_section,traffic_period,rate_weather_station_id,rate_weather_time,weather_time_difference_minutes,rate_station_accident_distance_km,weather_station_distance_km,section_length_km,f,fg,temperature_c,vehicle_count,vehicle_group
3489697,2008-04-24 16:47:00,2008,76-08,VHDU,33750.0,2008-04-24 16:50:00,3.0,8.22795891267962,8.20722893967679,11.86,1.06,1.86,6.9,2,2 or more vehicles
3489804,2008-04-24 22:56:00,2008,931-03,VHDU,4060.0,2008-04-24 23:00:00,4.0,6.202367395263011,4.589215953742234,10.28,0.99,1.73,3.62,1,1 vehicle
3490621,2008-04-26 04:06:00,2008,1-g4,VHDU,31674.0,2008-04-26 04:10:00,4.0,0.7220786841908142,2.9434338577391106,8.41,12.57,21.27,3.7,1,1 vehicle
3491203,2008-04-27 05:06:00,2008,574-07,VHDU,1925.0,2008-04-27 05:10:00,4.0,3.4383693426287274,3.065826324639123,5.1,8.7,11.3,0.4,1,1 vehicle
3493543,2008-04-30 16:36:00,2008,1-f5,VHDU,31579.0,2008-04-30 16:40:00,4.0,0.10708984000937886,1.028741036313794,11.96,25.22,30.48,3.4,1,1 vehicle
3495433,2008-05-03 17:46:00,2008,41-17,VHDU,31363.0,2008-05-03 17:50:00,4.0,10.88923098336646,12.363112815580855,4.56,8.34,11.27,11.4,1,1 vehicle
3498667,2008-05-08 13:02:00,2008,33-01,VHDU,31399.0,2008-05-08 13:00:00,2.0,11.006900978201207,10.766790604703466,12.83,4.24,7.84,11.4,1,1 vehicle
3498974,2008-05-08 22:23:00,2008,47-12,VHDU,1673.0,2008-05-08 22:20:00,3.0,14.07696765158252,14.016496931096697,12.42,9.71,13.0,6.32,1,1 vehicle
3499225,2008-05-09 09:42:00,2008,1-j1,VHDU,32097.0,2008-05-09 09:40:00,2.0,0.1379111325751255,3.198771852515269,10.99,7.83,9.53,-1.8,2,2 or more vehicles
3499701,2008-05-09 20:43:00,2008,82-01,VHDU,3463.0,2008-05-09 20:40:00,3.0,2.5369208418919507,2.8505006265868884,10.93,2.24,3.85,-1.15,1,1 vehicle
3499768,2008-05-09 22:57:00,2008,45-01,VHDU,1453.0,2008-05-09 23:00:00,3.0,3.7300496425204654,6.206697467082469,5.8500000000000005,6.77,9.6,6.68,1,1 vehicle
3499816,2008-05-10 00:20:00,2008,1-m5,VHDU,33431.0,2008-05-10 00:20:00,0.0,10.9650961781878,6.468729395855224,14.17,6.59,11.66,-0.4,3,2 or more vehicles
3501592,2008-05-13 08:02:00,2008,1-g3,VHDU,1673.0,2008-05-13 08:00:00,2.0,5.660015928381153,5.382052364477969,11.64,2.63,3.29,8.09,2,2 or more vehicles
3501602,2008-05-13 08:46:00,2008,41-16,VHDU,31363.0,2008-05-13 08:50:00,4.0,3.749868381127913,4.6115007826263295,11.62,0.92,1.47,7.5,1,1 vehicle
3502604,2008-05-14 08:42:00,2008,92-10,VHDU,34087.0,2008-05-14 08:40:00,2.0,6.1211169226172215,6.682100904890704,8.77,0.73,1.18,4.1,1,1 vehicle
3503810,2008-05-15 17:16:00,2008,60-46,VHDU,2636.0,2008-05-15 17:20:00,4.0,1.7661335453740898,1.8431777366694395,7.21,2.82,3.49,2.68,2,2 or more vehicles
3504903,2008-05-17 09:26:00,2008,1-p6,VHDU,3471.0,2008-05-17 09:30:00,4.0,3.574921666717348,2.7742615388858822,4.92,3.1,4.21,6.18,1,1 vehicle
3505051,2008-05-17 16:27:00,2008,360-03,VHDU,1493.0,2008-05-17 16:30:00,3.0,14.449185917650658,12.333830388209408,12.42,4.12,5.42,3.98,1,1 vehicle
3507567,2008-05-21 08:42:00,2008,1-s5,VHDU,34238.0,2008-05-21 08:40:00,2.0,9.874359756413002,11.05888658286931,19.94,5.48,7.78,0.6,1,1 vehicle
3509717,2008-05-23 16:13:00,2008,41-21,VHDU,1453.0,2008-05-23 16:10:00,3.0,11.528770509046208,11.289462995374912,3.28,11.78,14.99,10.58,2,2 or more vehicles
3509789,2008-05-23 18:19:00,2008,510-01,VHDU,1779.0,2008-05-23 18:20:00,1.0,5.337298539142996,5.351139360952977,10.02,7.65,12.64,10.68,1,1 vehicle
3510283,2008-05-24 16:23:00,2008,35-04,VHDU,36411.0,2008-05-24 16:20:00,3.0,7.9043483826710785,4.502054796897285,8.82,4.26,6.27,12.2,1,1 vehicle
3510618,2008-05-25 02:46:00,2008,1-q1,VHDU,3471.0,2008-05-25 02:50:00,4.0,2.3197707873776237,2.742420285383358,7.1,4.38,7.77,10.43,1,1 vehicle
3511396,2008-05-26 10:09:00,2008,35-01,VHDU,31399.0,2008-05-26 10:10:00,1.0,6.21445972333282,4.900372212107007,8.51,5.4,9.02,9.0,3,2 or more vehicles
3513382,2008-05-28 14:21:00,2008,1-a6,VHDU,6272.0,2008-05-28 14:20:00,1.0,2.949346811990433,6.807758685564477,13.05,3.22,5.19,11.18,1,1 vehicle
3513436,2008-05-28 15:02:00,2008,47-11,VHDU,1685.0,2008-05-28 15:00:00,2.0,1.1364436458206708,2.85210964840569,13.71,5.84,7.12,12.19,1,1 vehicle
3513500,2008-05-28 13:00:00,2008,61-22,VHDU,32474.0,2008-05-28 13:00:00,0.0,9.532799131693398,10.555897121767453,11.51,1.47,2.35,8.4,1,1 vehicle
3522008,2008-06-08 23:14:00,2008,420-01,SDU,31363.0,2008-06-08 23:10:00,4.0,5.9314326745826875,3.8504227892375225,11.32,2.41,3.23,10.1,1,1 vehicle
3522480,2008-06-09 14:11:00,2008,41-16,SDU,31363.0,2008-06-09 14:10:00,1.0,8.695439070405204,4.6115007826263295,11.62,3.79,5.88,11.2,4,2 or more vehicles
3524442,2008-06-11 20:29:00,2008,92-09,SDU,5981.0,2008-06-11 20:30:00,1.0,4.851333104918884,3.9180680850954337,7.41,0.75,1.6,7.95,1,1 vehicle
3525495,2008-06-13 13:07:00,2008,30-02,SDU,6310.0,2008-06-13 13:10:00,3.0,8.772521153949052,7.228154041565046,8.89,4.03,7.74,15.18,2,2 or more vehicles
3525969,2008-06-13 21:09:00,2008,1-k2,SDU,2197.0,2008-06-13 21:10:00,1.0,9.050308772943623,6.007449718079592,11.35,4.11,5.19,8.68,1,1 vehicle
3527237,2008-06-16 00:25:00,2008,1-d8,SDU,31392.0,2008-06-16 00:20:00,5.0,5.465272180098976,1.811228203445721,16.63,3.15,4.02,5.6,1,1 vehicle
3528550,2008-06-17 20:06:00,2008,523-01,SDU,1881.0,2008-06-17 20:10:00,4.0,15.836090129794277,15.592786574815282,10.33,5.32,7.38,9.07,1,1 vehicle
3529399,2008-06-18 20:04:00,2008,54-02,SDU,1779.0,2008-06-18 20:00:00,4.0,8.343676739107218,11.0845394985849,12.06,7.6,10.62,8.56,1,1 vehicle
3530827,2008-06-20 21:29:00,2008,35-07,SDU,6515.0,2008-06-20 21:30:00,1.0,2.7136086372850676,2.481668592393056,11.46,3.84,5.71,10.62,2,2 or more vehicles
3531844,2008-06-22 12:34:00,2008,1-b1,SDU,36156.0,2008-06-22 12:30:00,4.0,2.103930397149583,4.49414143740731,8.79,5.75,8.23,12.4,1,1 vehicle
3531911,2008-06-22 15:53:00,2008,848-01,SDU,4300.0,2008-06-22 15:50:00,3.0,2.1879759669711882,6.386439163438794,8.690000000000001,3.09,4.93,9.43,1,1 vehicle
3532206,2008-06-22 18:10:00,2008,47-11,SDU,1685.0,2008-06-22 18:10:00,0.0,1.542795644708958,2.85210964840569,13.71,8.1,10.26,11.44,1,1 vehicle
3534075,2008-06-25 10:53:00,2008,1-a6,SDU,6272.0,2008-06-25 10:50:00,3.0,6.228746054712779,6.807758685564477,13.05,2.63,4.44,14.47,2,2 or more vehicles
3534078,2008-06-25 09:30:00,2008,645-04,SDU,2481.0,2008-06-25 09:30:00,0.0,11.823494458399985,12.952885722419191,6.95,2.99,3.69,10.65,1,1 vehicle
3534737,2008-06-26 07:11:00,2008,1-f7,SDU,1578.0,2008-06-26 07:10:00,1.0,5.6548723086368895,5.451325677960265,0.94,0.53,0.71,5.93,1,1 vehicle
3536031,2008-06-27 18:50:00,2008,1-f5,SDU,31579.0,2008-06-27 18:50:00,0.0,2.0260684816034282,1.028741036313794,11.96,3.74,6.66,15.3,1,1 vehicle
3536299,2008-06-28 11:58:00,2008,931-01,SDU,4271.0,2008-06-28 12:00:00,2.0,1.987852727187668,4.324276234984997,7.55,7.02,9.57,7.4,1,1 vehicle
3536601,2008-06-28 21:49:00,2008,76-07,SDU,33750.0,2008-06-28 21:50:00,1.0,12.800342941647013,16.692827548500365,13.91,9.26,12.45,5.1,1,1 vehicle
3536809,2008-06-29 04:43:00,2008,36-01,SDU,31399.0,2008-06-29 04:40:00,3.0,14.952055874561024,11.778691413624069,9.29,3.22,9.21,6.1,1,1 vehicle
3537439,2008-06-30 09:32:00,2008,60-43,SDU,2636.0,2008-06-30 09:30:00,2.0,19.618235530740336,19.90216801771169,8.64,6.97,8.88,0.0,1,1 vehicle
3539185,2008-07-02 15:58:00,2008,60-08,SDU,32179.0,2008-07-02 16:00:00,2.0,7.1519771014324425,3.63933878874034,9.25,7.65,13.72,7.7,1,1 vehicle
3540569,2008-07-04 12:46:00,2008,1-g4,SDU,31674.0,2008-07-04 12:50:00,4.0,5.7366669821260325,2.9434338577391106,8.41,1.16,2.06,14.4,1,1 vehicle
3540727,2008-07-04 13:28:00,2008,54-08,SDU,31840.0,2008-07-04 13:30:00,2.0,4.429594305984742,6.071345129860637,12.26,2.98,4.21,15.5,1,1 vehicle
3541401,2008-07-05 14:32:00,2008,83-02,SDU,3474.0,2008-07-05 14:30:00,2.0,12.992801173925692,4.255580081063748,9.29,3.44,5.32,15.26,2,2 or more vehicles
3542732,2008-07-07 09:18:00,2008,1-q8,SDU,33394.0,2008-07-07 09:20:00,2.0,10.633837681205145,11.48327425375174,10.05,1.31,2.08,7.4,1,1 vehicle
3543490,2008-07-08 12:14:00,2008,1-k8,SDU,3223.0,2008-07-08 12:10:00,4.0,15.144987078553571,15.384253879331345,11.41,4.91,6.86,9.22,1,1 vehicle
3546271,2008-07-12 05:10:00,2008,92-10,SDU,34087.0,2008-07-12 05:10:00,0.0,3.2026977026538286,6.682100904890704,8.77,0.23,1.18,4.6,1,1 vehicle
3546408,2008-07-12 13:59:00,2008,1-g4,SDU,31674.0,2008-07-12 14:00:00,1.0,1.8987488225230438,2.9434338577391106,8.41,13.93,24.5,12.6,1,1 vehicle
3546665,2008-07-13 00:27:00,2008,61-38,SDU,2646.0,2008-07-13 00:30:00,3.0,1.3575608314337466,3.8609028288009,8.5,2.06,4.18,11.87,1,1 vehicle
3546704,2008-07-12 23:52:00,2008,47-11,SDU,1685.0,2008-07-12 23:50:00,2.0,1.0892627146835117,2.85210964840569,13.71,5.39,13.1,13.2,1,1 vehicle
3548642,2008-07-15 15:15:00,2008,f210-07,SDU,6235.0,2008-07-15 15:10:00,5.0,10.760351374348565,9.86079912464895,28.97,9.62,14.54,8.02,1,1 vehicle
3549083,2008-07-16 14:41:00,2008,1-m4,SDU,33431.0,2008-07-16 14:40:00,1.0,0.0902835269043739,4.073257225176333,8.95,3.46,5.78,13.1,1,1 vehicle
3550655,2008-07-18 18:57:00,2008,41-15,SDU,1370.0,2008-07-18 19:00:00,3.0,4.156453590911305,1.361433362983291,13.29,5.84,7.81,14.08,1,1 vehicle
3550739,2008-07-18 22:31:00,2008,503-01,SDU,1578.0,2008-07-18 22:30:00,1.0,13.517318669215383,13.049158483123596,3.23,4.86,13.36,11.81,1,1 vehicle
3551366,2008-07-19 21:09:00,2008,26-01,SDU,6310.0,2008-07-19 21:10:00,1.0,9.953457789835912,8.661999678256562,8.98,6.09,7.97,13.82,1,1 vehicle
3551652,2008-07-20 03:45:00,2008,35-08,SDU,36519.0,2008-07-20 03:40:00,5.0,7.988765298278409,5.046269591968834,8.83,4.1,4.86,5.5,1,1 vehicle
3552309,2008-07-21 04:30:00,2008,1-c2,SDU,6315.0,2008-07-21 04:30:00,0.0,4.61476850818111,6.674890552366854,7.62,9.25,12.25,13.38,1,1 vehicle
3553267,2008-07-22 11:43:00,2008,845-01,SDU,3595.0,2008-07-22 11:40:00,3.0,17.658470220339687,14.971994230315154,10.4,5.86,7.42,10.87,2,2 or more vehicles
3553717,2008-07-23 10:37:00,2008,360-02,SDU,1493.0,2008-07-23 10:40:00,3.0,8.54669509716027,9.100636214623147,12.5,10.2,12.48,7.88,1,1 vehicle
3555643,2008-07-25 19:08:00,2008,1-h4,SDU,32097.0,2008-07-25 19:10:00,2.0,11.164011830434392,6.809457005645053,11.31,8.98,10.37,6.8,1,1 vehicle
3556235,2008-07-26 18:24:00,2008,1-q5,SDU,3474.0,2008-07-26 18:20:00,4.0,12.128106259191227,11.409165744035429,13.83,3.43,5.88,15.4,1,1 vehicle
3556250,2008-07-26 19:01:00,2008,358-01,SDU,6515.0,2008-07-26 19:00:00,1.0,7.736233626621444,5.210323808095943,6.29,5.91,9.57,16.18,1,1 vehicle
3556269,2008-07-26 19:54:00,2008,61-22,SDU,32474.0,2008-07-26 19:50:00,4.0,15.401011812484484,10.555897121767453,11.51,9.03,11.07,12.1,2,2 or more vehicles
3556754,2008-07-27 12:50:00,2008,1-e2,SDU,1481.0,2008-07-27 12:50:00,0.0,2.925268434077826,3.0522745231845994,3.41,7.87,11.11,17.64,2,2 or more vehicles
3557316,2008-07-28 11:37:00,2008,821-01,SDU,3471.0,2008-07-28 11:40:00,3.0,5.768720077125764,7.64609910465302,5.7,2.24,3.33,17.82,2,2 or more vehicles
3558236,2008-07-29 17:43:00,2008,60-47,SDU,2641.0,2008-07-29 17:40:00,3.0,1.4403836799542118,1.3076373185269048,4.95,2.15,2.97,18.99,2,2 or more vehicles
3559803,2008-07-31 19:34:00,2008,361-01,SDU,1596.0,2008-07-31 19:30:00,4.0,5.495870633350935,3.326180053188963,8.97,3.06,4.54,16.36,1,1 vehicle
3560763,2008-08-01 20:11:00,2008,1-g4,SDU,31674.0,2008-08-01 20:10:00,1.0,3.9439373482515783,2.9434338577391106,8.41,6.0,7.55,19.4,1,1 vehicle
3563054,2008-08-04 18:13:00,2008,1-r0,SDU,4300.0,2008-08-04 18:10:00,3.0,7.143509306769986,2.8862770126462127,12.38,4.78,6.95,10.34,1,1 vehicle
3565374,2008-08-07 12:55:00,2008,354-02,SDU,36411.0,2008-08-07 12:50:00,5.0,6.54506614839944,7.480070497946684,5.93,0.87,1.76,12.4,1,1 vehicle
3566021,2008-08-08 08:39:00,2008,54-02,SDU,1779.0,2008-08-08 08:40:00,1.0,13.445281955770817,11.0845394985849,12.06,4.37,6.14,8.79,1,1 vehicle
3566184,2008-08-08 17:13:00,2008,1-p2,SDU,33357.0,2008-08-08 17:10:00,3.0,12.043732458414475,12.445794851228827,9.9,4.15,6.17,9.9,2,2 or more vehicles
3566649,2008-08-09 13:13:00,2008,1-g4,SDU,31674.0,2008-08-09 13:10:00,3.0,3.85648957107088,2.9434338577391106,8.41,2.47,5.1,13.3,3,2 or more vehicles
3567496,2008-08-10 18:17:00,2008,252-04,SDU,6208.0,2008-08-10 18:20:00,3.0,12.847952277521351,10.746328865255864,7.24,4.87,6.33,11.57,1,1 vehicle
3567515,2008-08-10 18:58:00,2008,923-04,SDU,5940.0,2008-08-10 19:00:00,2.0,0.19115289502961255,4.644827788959874,11.66,6.67,8.36,7.7,1,1 vehicle
3567775,2008-08-11 09:19:00,2008,1-d6,SDU,31399.0,2008-08-11 09:20:00,1.0,1.9850546727713965,2.8564832758413083,10.48,4.31,8.43,12.2,3,2 or more vehicles
3568595,2008-08-12 05:42:00,2008,1-b7,SDU,36132.0,2008-08-12 05:40:00,2.0,1.4152029107122281,3.5572778320905845,13.1,1.03,1.86,10.0,1,1 vehicle
3569657,2008-08-13 12:31:00,2008,1-b4,SDU,6045.0,2008-08-13 12:30:00,1.0,7.573206034643002,6.360219315714266,12.07,8.05,11.73,13.27,1,1 vehicle
3569964,2008-08-13 20:08:00,2008,508-02,SDU,1779.0,2008-08-13 20:10:00,2.0,12.599958461776241,9.962187208971905,5.72,3.55,4.99,11.89,1,1 vehicle
3570103,2008-08-14 04:50:00,2008,85-03,SDU,3595.0,2008-08-14 04:50:00,0.0,11.796166024237255,11.086744627975602,11.12,5.35,5.91,5.94,1,1 vehicle
3570586,2008-08-14 21:15:00,2008,82-12,SDU,33750.0,2008-08-14 21:10:00,5.0,15.103726317991226,13.312291262430248,9.1,9.8,13.03,12.3,1,1 vehicle
3572264,2008-08-17 07:02:00,2008,420-01,SDU,31363.0,2008-08-17 07:00:00,2.0,7.306739213138966,3.8504227892375225,11.32,8.11,11.37,11.3,1,1 vehicle
3572557,2008-08-17 21:27:00,2008,518-03,SDU,6802.0,2008-08-17 21:30:00,3.0,2.967410774418529,3.1057314137550858,11.43,1.92,6.89,12.89,1,1 vehicle
3574222,2008-08-20 08:15:00,2008,41-17,SDU,31363.0,2008-08-20 08:10:00,5.0,11.179885838366113,12.363112815580855,4.56,4.04,5.49,9.9,2,2 or more vehicles
3574766,2008-08-20 17:34:00,2008,864-04,SDU,4614.0,2008-08-20 17:30:00,4.0,10.03868289987821,5.824974314692375,11.87,1.94,5.12,14.04,1,1 vehicle
3575663,2008-08-21 21:17:00,2008,61-40,SDU,2642.0,2008-08-21 21:20:00,3.0,0.8136662533494485,0.7927433448582768,1.64,2.14,3.72,12.14,1,1 vehicle
3575760,2008-08-22 01:29:00,2008,35-05,SDU,36411.0,2008-08-22 01:30:00,1.0,3.5626256018874463,3.3689289838627756,4.84,4.58,6.27,10.5,1,1 vehicle
3576083,2008-08-22 13:12:00,2008,f88-02,SDU,4019.0,2008-08-22 13:10:00,2.0,11.67191096438234,6.364211851500939,20.48,1.12,3.65,13.1,2,2 or more vehicles
3576828,2008-08-23 17:47:00,2008,1-d2,SDU,36308.0,2008-08-23 17:50:00,3.0,8.342462026446338,8.371302373817642,13.69,7.06,10.39,10.6,2,2 or more vehicles
3577285,2008-08-24 07:35:00,2008,60-31,SDU,32355.0,2008-08-24 07:30:00,5.0,5.852167508069144,7.32961150790444,14.76,3.6,5.78,5.0,1,1 vehicle
3580252,2008-08-26 17:00:00,2008,41-16,SDU,31363.0,2008-08-26 17:00:00,0.0,10.306462457494156,4.6115007826263295,11.62,6.99,9.51,10.9,1,1 vehicle
3580717,2008-08-28 14:05:00,2008,504-01,SDU,1673.0,2008-08-28 14:00:00,5.0,9.057359146770285,8.596816864341474,6.63,7.65,10.62,10.78,2,2 or more vehicles
3581476,2008-08-30 06:09:00,2008,41-17,SDU,31363.0,2008-08-30 06:10:00,1.0,10.84793997114168,12.363112815580855,4.56,8.13,11.07,10.3,2,2 or more vehicles
3581923,2008-08-31 01:38:00,2008,35-04,SDU,36411.0,2008-08-31 01:40:00,2.0,6.046364989651816,4.502054796897285,8.82,4.93,6.66,8.5,1,1 vehicle
3583770,2008-09-02 14:28:00,2008,59-02,SDU,32190.0,2008-09-02 14:30:00,2.0,9.134010850474054,3.972460559685162,14.7,14.38,19.31,9.3,1,1 vehicle
3583920,2008-09-02 17:52:00,2008,1-r1,SDU,4300.0,2008-09-02 17:50:00,2.0,3.3391385704047702,4.229520579940802,3.94,4.32,7.57,8.97,3,2 or more vehicles
3584161,2008-09-03 06:35:00,2008,41-15,SDU,1370.0,2008-09-03 06:30:00,5.0,1.1666038021313812,1.361433362983291,13.29,1.21,2.25,6.06,1,1 vehicle
3585509,2008-09-04 18:25:00,2008,1-g8,SDU,1779.0,2008-09-04 18:20:00,5.0,6.161227741612102,4.97049771952842,8.600000000000001,4.58,5.84,10.41,3,2 or more vehicles
3586872,2008-09-06 17:23:00,2008,425-02,SDU,1362.0,2008-09-06 17:20:00,3.0,4.204049248969539,6.245785304434773,14.76,5.6,8.5,10.8,2,2 or more vehicles
3587337,2008-09-07 08:49:00,2008,1-s4,SDU,34238.0,2008-09-07 08:50:00,1.0,3.578419635755895,2.044687902619077,12.03,4.46,6.7,5.9,1,1 vehicle
3588510,2008-09-09 03:38:00,2008,45-01,SDU,1453.0,2008-09-09 03:40:00,2.0,6.902238037993404,6.206697467082469,5.8500000000000005,13.83,19.7,11.41,1,1 vehicle
3588560,2008-09-09 08:07:00,2008,1-d8,SDU,31392.0,2008-09-09 08:10:00,3.0,3.9550093910206767,1.811228203445721,16.63,8.06,10.68,8.5,2,2 or more vehicles
3589136,2008-09-10 00:30:00,2008,1-e1,SDU,31484.0,2008-09-10 00:30:00,0.0,4.026762001740751,4.9875155306340275,9.79,1.66,2.16,6.8,1,1 vehicle
3590280,2008-09-10 17:04:00,2008,1-d8,SDU,31392.0,2008-09-10 17:00:00,4.0,5.753719781956217,1.811228203445721,16.63,4.91,6.76,11.1,1,1 vehicle
3591150,2008-09-11 22:51:00,2008,34-05,SDU,1395.0,2008-09-11 22:50:00,1.0,2.7750006918655004,4.455773978664814,11.97,2.39,2.64,8.57,1,1 vehicle
3592896,2008-09-15 05:49:00,2008,43-01,SDU,1361.0,2008-09-15 05:50:00,1.0,8.717710466144013,6.488135829451195,13.3,5.5,7.77,10.78,1,1 vehicle
3594961,2008-09-10 15:31:00,2008,92-07,SDU,5981.0,2008-09-10 15:30:00,1.0,1.8465580116392877,4.3294707374769,12.48,6.07,10.55,12.99,1,1 vehicle
3595491,2008-09-18 13:49:00,2008,1-f5,SDU,31579.0,2008-09-18 13:50:00,1.0,5.713727120765329,1.028741036313794,11.96,10.96,16.07,10.3,1,1 vehicle
3595558,2008-09-18 15:29:00,2008,9340-02,SDU,4060.0,2008-09-18 15:30:00,1.0,16.698729341300183,19.15125495879788,5.95,2.26,8.07,11.78,1,1 vehicle
3596352,2008-09-20 00:27:00,2008,429-02,SDU,1453.0,2008-09-20 00:30:00,3.0,5.9781252238999265,6.251374669171158,4.32,17.03,22.34,10.48,1,1 vehicle
3596545,2008-09-20 09:39:00,2008,1-e1,SDU,31484.0,2008-09-20 09:40:00,1.0,9.444283269156978,4.9875155306340275,9.79,9.33,14.9,6.8,2,2 or more vehicles
3599752,2008-09-25 14:09:00,2008,518-02,SDU,6802.0,2008-09-25 14:10:00,1.0,17.7066501467212,14.938071940975734,13.59,6.41,10.98,9.48,1,1 vehicle
3599977,2008-09-20 22:17:00,2008,41-16,SDU,31363.0,2008-09-20 22:20:00,3.0,0.483555006884807,4.6115007826263295,11.62,6.75,9.02,3.3,1,1 vehicle
3600666,2008-09-26 18:24:00,2008,35-02,SDU,31399.0,2008-09-26 18:20:00,4.0,15.949698621603089,12.28642901367293,7.8,14.4,20.19,7.7,1,1 vehicle
3600746,2008-09-26 20:25:00,2008,1-j2,SDU,32097.0,2008-09-26 20:20:00,5.0,17.497001030655476,12.851629039775409,9.98,9.06,11.05,4.0,2,2 or more vehicles
3601666,2008-09-28 11:11:00,2008,809-01,SDU,33563.0,2008-09-28 11:10:00,1.0,6.446207520024494,6.458607183034007,1.93,3.18,5.98,9.1,1,1 vehicle
3602487,2008-09-29 10:40:00,2008,35-02,SDU,31399.0,2008-09-29 10:40:00,0.0,12.737786483344479,12.28642901367293,7.8,5.82,10.39,7.6,2,2 or more vehicles
3603406,2008-10-01 05:22:00,2008,1-m3,VHDU,33431.0,2008-10-01 05:20:00,2.0,11.751122685360292,13.227469441125152,11.32,11.45,17.25,-1.9,1,1 vehicle
3603516,2008-10-01 10:21:00,2008,1-m2,VHDU,33419.0,2008-10-01 10:20:00,1.0,7.418338246879596,5.573498711103916,13.26,9.28,11.86,0.8,1,1 vehicle
3603849,2008-10-01 21:43:00,2008,1-c2,VHDU,6315.0,2008-10-01 21:40:00,3.0,8.493521759751522,6.674890552366854,7.62,7.81,9.64,0.9,1,1 vehicle
3604007,2008-10-02 08:30:00,2008,1-p6,VHDU,3471.0,2008-10-02 08:30:00,0.0,2.9389715496563547,2.7742615388858822,4.92,5.63,8.0,-1.56,2,2 or more vehicles
3604979,2008-10-03 15:20:00,2008,f338-01,VHDU,36519.0,2008-10-03 15:20:00,0.0,8.934711163360303,13.93349128520185,25.69,5.33,7.21,-0.4,1,1 vehicle
3605303,2008-10-04 02:25:00,2008,1-d8,VHDU,31392.0,2008-10-04 02:20:00,5.0,5.247960590537241,1.811228203445721,16.63,3.05,6.86,-2.5,1,1 vehicle
3605458,2008-10-04 10:45:00,2008,829-02,VHDU,3371.0,2008-10-04 10:40:00,5.0,7.169964765646217,1.9391685769392983,15.75,4.07,5.74,1.88,2,2 or more vehicles
3607127,2008-10-01 11:00:00,2008,52-02,VHDU,1689.0,2008-10-01 11:00:00,0.0,13.257441145795234,12.04572010508629,14.69,14.01,17.35,-1.47,1,1 vehicle
3607245,2008-10-07 12:40:00,2008,45-01,VHDU,1453.0,2008-10-07 12:40:00,0.0,7.957052490132394,6.206697467082469,5.8500000000000005,9.79,14.41,10.76,1,1 vehicle
3607701,2008-10-08 07:37:00,2008,41-16,VHDU,31363.0,2008-10-08 07:40:00,3.0,2.852767162709769,4.6115007826263295,11.62,3.23,3.43,3.2,1,1 vehicle
3607709,2008-10-08 07:32:00,2008,41-16,VHDU,31363.0,2008-10-08 07:30:00,2.0,3.3914167546177865,4.6115007826263295,11.62,2.98,3.23,3.4,2,2 or more vehicles
3607714,2008-10-08 07:52:00,2008,41-15,VHDU,1370.0,2008-10-08 07:50:00,2.0,1.0436554258566488,1.361433362983291,13.29,4.23,4.41,2.4,1,1 vehicle
3610781,2008-10-13 12:14:00,2008,92-07,VHDU,5981.0,2008-10-13 12:10:00,4.0,2.5317605076721703,4.3294707374769,12.48,5.81,7.58,6.56,2,2 or more vehicles
3611032,2008-10-13 18:43:00,2008,1-g1,VHDU,1578.0,2008-10-13 18:40:00,3.0,9.98841605700713,11.984962478044778,10.93,7.15,10.22,6.7,2,2 or more vehicles
3611302,2008-10-14 08:09:00,2008,35-01,VHDU,31399.0,2008-10-14 08:10:00,1.0,7.28439437416585,4.900372212107007,8.51,3.22,4.02,2.2,1,1 vehicle
3612423,2008-10-15 22:12:00,2008,1-n1,VHDU,33357.0,2008-10-15 22:10:00,2.0,5.993942222492361,7.600410813299837,10.63,2.48,2.99,-3.7,1,1 vehicle
3613023,2008-10-16 23:29:00,2008,34-02,VHDU,1395.0,2008-10-16 23:30:00,1.0,2.692399974072602,5.246626996155354,8.9,7.78,10.61,7.57,1,1 vehicle
3613894,2008-10-18 03:28:00,2008,41-16,VHDU,31363.0,2008-10-18 03:30:00,2.0,6.360743346915332,4.6115007826263295,11.62,4.59,5.68,1.7,1,1 vehicle
3613899,2008-10-18 06:09:00,2008,1-d6,VHDU,31399.0,2008-10-18 06:10:00,1.0,3.901100000036782,2.8564832758413083,10.48,0.01,0.1,1.1,1,1 vehicle
3616609,2008-10-22 13:58:00,2008,1-d2,VHDU,36308.0,2008-10-22 14:00:00,2.0,7.34013999399985,8.371302373817642,13.69,7.24,8.72,0.6,2,2 or more vehicles
3616666,2008-10-22 15:21:00,2008,1-d2,VHDU,36308.0,2008-10-22 15:20:00,1.0,8.018561432454083,8.371302373817642,13.69,3.97,5.78,0.7,1,1 vehicle
3616821,2008-10-22 22:38:00,2008,41-16,VHDU,31363.0,2008-10-22 22:40:00,2.0,10.114270107077834,4.6115007826263295,11.62,7.87,11.56,0.9,1,1 vehicle
3616978,2008-10-23 10:46:00,2008,1-k2,VHDU,2197.0,2008-10-23 10:50:00,4.0,6.792473202254294,6.007449718079592,11.35,7.74,9.44,1.1,1,1 vehicle
3617359,2008-10-23 23:53:00,2008,1-d8,VHDU,31392.0,2008-10-23 23:50:00,3.0,0.1947566631339139,1.811228203445721,16.63,20.38,20.38,-1.8,1,1 vehicle
3617576,2008-10-24 11:30:00,2008,1-g4,VHDU,31674.0,2008-10-24 11:30:00,0.0,1.0098399775783975,2.9434338577391106,8.41,13.47,17.74,-0.5,1,1 vehicle
