file,matching_lines,classification
data/raw/weather/supplied/f_3754.txt,9122,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3779.txt,7644,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3797.txt,12130,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3975.txt,144,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3976.txt,10873,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4019.txt,12199,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4060.txt,14994,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4180.txt,13744,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4182.txt,8412,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4193.txt,11884,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4271.txt,13537,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4275.txt,10945,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4300.txt,13710,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4303.txt,4690,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4323.txt,5299,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4404.txt,1208,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4406.txt,8204,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4455.txt,13336,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4472.txt,7426,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4500.txt,11806,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4614.txt,9748,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4652.txt,10122,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4828.txt,11189,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4830.txt,9193,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4867.txt,8043,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4912.txt,10265,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_4921.txt,3929,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5210.txt,7342,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5309.txt,8916,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5544.txt,12313,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5548.txt,1097,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5777.txt,6926,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5825.txt,10319,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5847.txt,3193,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5860.txt,1203,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5872.txt,11731,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5885.txt,9033,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5932.txt,8755,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5933.txt,11579,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5940.txt,13374,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5943.txt,12015,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5960.txt,11097,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5965.txt,5420,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5968.txt,6361,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5969.txt,8683,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5970.txt,7996,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5975.txt,11576,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5981.txt,15995,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5982.txt,12577,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5988.txt,8953,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5990.txt,15452,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_5993.txt,6724,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6012.txt,8188,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6015.txt,10241,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6016.txt,985,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6017.txt,10053,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6045.txt,11891,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6049.txt,779,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6134.txt,9892,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6176.txt,8134,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6208.txt,11199,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6222.txt,13190,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6235.txt,6422,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6237.txt,13303,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6272.txt,13987,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6300.txt,4273,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6310.txt,12360,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6315.txt,9707,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6420.txt,9602,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6424.txt,9654,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6430.txt,12180,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6459.txt,11796,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6472.txt,9678,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6499.txt,12705,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6515.txt,11983,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6546.txt,10641,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6657.txt,11822,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6670.txt,11739,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6745.txt,2314,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6748.txt,13057,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6760.txt,12356,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6776.txt,10368,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6802.txt,15015,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6935.txt,11429,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_6975.txt,11124,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_7002.txt,425,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_7091.txt,1053,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_7092.txt,1080,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_7093.txt,549,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_7094.txt,932,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_7475.txt,4809,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_7633.txt,34,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_7738.txt,4542,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_7752.txt,236,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_7790.txt,285,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fj_1570.txt,1,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fj_1590.txt,2,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fj_1779.txt,1,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fj_1925.txt,2,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fj_4275.txt,1,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fj_5777.txt,1,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31109.txt,4039,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31122.txt,6245,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31361.txt,819,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31363.txt,6732,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31364.txt,4911,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31365.txt,5141,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31372.txt,539,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31374.txt,702,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31380.txt,5907,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31387.txt,6876,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31392.txt,6689,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31399.txt,6615,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31474.txt,565,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31475.txt,4034,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31484.txt,994,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31488.txt,5528,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31572.txt,7076,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31577.txt,5696,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31578.txt,2115,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31579.txt,7186,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31591.txt,5668,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31599.txt,5314,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31640.txt,1833,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31674.txt,7043,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31840.txt,6842,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31882.txt,6098,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31931.txt,6686,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31932.txt,5777,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31942.txt,6732,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31943.txt,103,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31948.txt,6785,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31950.txt,5858,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31958.txt,6449,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31985.txt,6666,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_31986.txt,320,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_32097.txt,7173,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_32179.txt,6680,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_32190.txt,6846,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_32224.txt,6841,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_32250.txt,1310,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_32282.txt,684,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_32322.txt,6810,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_32336.txt,636,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_32355.txt,6672,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_32363.txt,546,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_32365.txt,4543,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_32372.txt,6574,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_32377.txt,6126,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_32390.txt,7008,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_32474.txt,6672,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_32533.txt,10115,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_32635.txt,5408,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_32643.txt,1363,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_32654.txt,7024,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33023.txt,369,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33142.txt,221,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33204.txt,7190,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33357.txt,7747,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33394.txt,8132,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33419.txt,6938,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33420.txt,795,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33424.txt,7998,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33431.txt,7080,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33451.txt,3995,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33480.txt,5381,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33487.txt,5674,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33495.txt,6802,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33563.txt,7269,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33576.txt,7580,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33643.txt,5537,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33652.txt,2627,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33654.txt,6345,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33661.txt,6051,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33750.txt,7245,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_33751.txt,5579,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_34073.txt,7724,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_34081.txt,3787,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_34087.txt,7289,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_34148.txt,5407,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_34175.txt,6658,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_34238.txt,7293,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_34326.txt,6763,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_34347.txt,1197,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_34348.txt,6147,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_34382.txt,6722,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_34413.txt,7817,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_34415.txt,1513,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_34450.txt,5867,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_34559.txt,7740,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_34700.txt,8283,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_34732.txt,5494,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_34733.txt,6912,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_35107.txt,3947,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_35116.txt,2870,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_35305.txt,7998,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_35315.txt,8052,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_35545.txt,75,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_35666.txt,6809,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_35769.txt,6108,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_35880.txt,6472,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_35884.txt,5477,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_35963.txt,6382,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_35965.txt,6642,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_35985.txt,3514,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_36049.txt,5961,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_36122.txt,6284,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_36127.txt,7910,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_36132.txt,7174,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_36156.txt,6452,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_36270.txt,5164,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_36308.txt,6945,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_36382.txt,1024,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_36386.txt,8250,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_36391.txt,5072,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_36411.txt,7636,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_36415.txt,5636,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_36504.txt,5984,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/fv_36519.txt,7255,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/stations.csv,1,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
docs/annual_live_correction.md,14,Explicitly labelled historical audit and old-versus-fresh comparison
docs/annual_live_correction/annual_model_comparison.csv,1,Explicitly labelled historical audit and old-versus-fresh comparison
docs/annual_live_correction/stale_number_classification.csv,2,Explicitly labelled historical audit and old-versus-fresh comparison
docs/annual_live_correction/thesis_changes.diff,18,Explicitly labelled historical audit and old-versus-fresh comparison
docs/annual_traffic_provenance.md,14,Explicitly labelled historical audit and old-versus-fresh comparison
docs/annual_traffic_provenance/wind_rate_comparison.csv,1,Explicitly labelled historical audit and old-versus-fresh comparison
docs/pipeline_summary.md,7,Explicitly labelled historical audit and old-versus-fresh comparison
reports/main/tables/daily_map.csv,13,"Unrelated nonannual estimate, diagnostic, coordinate, or numeric substring; nonannual values preserved"
reports/main/tables/day_rate.csv,1,"Unrelated nonannual estimate, diagnostic, coordinate, or numeric substring; nonannual values preserved"
reports/main/tables/matched_weather.csv,1,"Unrelated nonannual estimate, diagnostic, coordinate, or numeric substring; nonannual values preserved"
reports/thesis/Meteorological_Conditions_and_Rural_Injury_Accidents_in_Iceland.log,1,Unrelated TeX geometry constant: 72.27 points per inch
reports/thesis/content.tex.bak_2026-09-11,11,"Historical thesis backup, not included in active build"
reports/thesis/content_before_polish.tex,11,"Historical thesis backup, not included in active build"
reports/thesis/content_before_primary12.tex,11,"Historical thesis backup, not included in active build"
reports/thesis/draft_en.log,1,Unrelated TeX geometry constant: 72.27 points per inch
reports/thesis/draft_en.tex.bak_2026-09-11,1,"Historical thesis backup, not included in active build"
reports/working/tables/conditional_poisson_rate_ratio_sdu.csv,1,Historical unconsumed annual diagnostic; see reports/working/ANNUAL_PROVENANCE_STATUS.md
reports/working/tables/daily_highwind_season_interaction.csv,1,"Unrelated nonannual estimate, diagnostic, coordinate, or numeric substring; nonannual values preserved"
reports/working/tables/daily_season_interaction.csv,1,"Unrelated nonannual estimate, diagnostic, coordinate, or numeric substring; nonannual values preserved"
reports/working/tables/daily_season_rate.csv,1,"Unrelated nonannual estimate, diagnostic, coordinate, or numeric substring; nonannual values preserved"
reports/working/tables/daily_traffic_adu_validation.csv,12,"Unrelated nonannual estimate, diagnostic, coordinate, or numeric substring; nonannual values preserved"
reports/working/tables/daily_traffic_wind_detailed.csv,2,"Unrelated nonannual estimate, diagnostic, coordinate, or numeric substring; nonannual values preserved"
reports/working/tables/mean_wind_subgroups.csv,1,"Unrelated nonannual estimate, diagnostic, coordinate, or numeric substring; nonannual values preserved"
reports/working/tables/oe_scenarios.csv,8,"Unrelated nonannual estimate, diagnostic, coordinate, or numeric substring; nonannual values preserved"
reports/working/tables/oe_scenarios_new_weather.csv,6,"Unrelated nonannual estimate, diagnostic, coordinate, or numeric substring; nonannual values preserved"
reports/working/tables/oe_station_bins.csv,582,"Unrelated nonannual estimate, diagnostic, coordinate, or numeric substring; nonannual values preserved"
reports/working/tables/oe_station_bins_new_weather.csv,530,"Unrelated nonannual estimate, diagnostic, coordinate, or numeric substring; nonannual values preserved"
reports/working/tables/rate_ratio_summer_sdu.csv,1,Historical unconsumed annual diagnostic; see reports/working/ANNUAL_PROVENANCE_STATUS.md
reports/working/tables/road_wind_full.csv,2386,Historical unconsumed annual diagnostic; see reports/working/ANNUAL_PROVENANCE_STATUS.md
reports/working/tables/season_method_comparison.csv,1,"Unrelated nonannual estimate, diagnostic, coordinate, or numeric substring; nonannual values preserved"
reports/working/tables/temp_bad_periods.csv,1,"Unrelated nonannual estimate, diagnostic, coordinate, or numeric substring; nonannual values preserved"
reports/working/tables/temperature_extremes.csv,197,"Unrelated nonannual estimate, diagnostic, coordinate, or numeric substring; nonannual values preserved"
